id,business_name,longitude,latitude,category
465,충무아트센터.스포츠센터.중부소방서,127.013527,37.565168,버스
466,충무아트센터.스포츠센터.중부소방서,127.0147409,37.56501789,버스
467,성동공업고등학교(무궁화회관),127.0157558,37.56834819,버스
468,성동공업고등학교앞,127.0161295,37.56869506,버스
469,신당역.중앙시장앞,127.0187427,37.56572828,버스
470,신당역.중앙시장앞,127.0194795,37.56549207,버스
471,성동고등학교,127.022183,37.565595,버스
472,성동고등학교,127.022398,37.56524,버스
473,신당동떡볶이타운.중구여성플라자,127.015095,37.562798,버스
474,신당동떡볶이타운.중구여성플라자,127.0151909,37.56231004,버스
475,신당동.청구역,127.0132161,37.5589483,버스
476,신당동.청구역,127.0130317,37.5592574,버스
477,약수역2번출구.가온도서관,127.011043,37.555794,버스
478,약수역3번출구.약수하이츠,127.0113797,37.55574961,버스
479,약수역4번출구.금호터널입구,127.012012,37.553399,버스
480,약수역5번출구.금호터널입구,127.0118693,37.55292373,버스
481,약수역8번출구.신당사회복지관,127.0099567,37.55386465,버스
482,약수역7번출구.약수동주민센터,127.0092978,37.55285097,버스
483,송도병원앞,127.0077187,37.55026765,버스
484,송도병원앞,127.0073984,37.55022712,버스
485,약수역1번출구,127.009758,37.556253,버스
486,장충체육관앞,127.008065,37.558336,버스
487,장충체육관앞,127.0078282,37.55800173,버스
488,장충동.동국대입구,127.0058213,37.56058093,버스
489,장충동.동국대입구,127.0056291,37.56066639,버스
490,퇴계로6가,127.0039011,37.56340113,버스
491,퇴계로6가,127.003375,37.56353,버스
492,퇴계로5가,126.999966,37.56238041,버스
493,퇴계로5가,126.9997252,37.56278042,버스
494,국립극장.반얀트리호텔,127.0010947,37.55148182,버스
495,국립극장.반얀트리호텔,127.000752,37.551535,버스
496,청구역,127.0146561,37.55996006,버스
497,청구역,127.0142192,37.55993038,버스
498,동화동,127.018124,37.560025,버스
499,동화동,127.0182737,37.55981268,버스
500,백범광장,126.980093,37.555737,버스
501,남대문경찰서,126.973838,37.554127,버스
502,남대문시장앞.이회영활동터,126.9785804,37.56093942,버스
503,남산케이블카.남산산책로입구,126.9839798,37.55526518,버스
504,동대입구역.장충동,127.005445,37.558362,버스
505,약수역10번출구,127.009322,37.556256,버스
506,청계1가.광교,126.983392,37.568572,버스
507,청계2가.삼일교,126.9885302,37.56784047,버스
508,청계4가.배오개다리,126.9971755,37.56848437,버스
509,청계5가.방산시장,127.000827,37.569215,버스
510,청계6가.평화시장,127.004387,37.569443,버스
511,청계7가.동평화.청평화시장,127.0138508,37.56951354,버스
512,청계8가.영도교,127.019,37.570725,버스
513,신한은행본점,126.9755852,37.56119655,버스
514,동대문역사문화공원,127.0091092,37.56541133,버스
515,버티고개,127.0060242,37.54780415,버스
516,버티고개,127.006189,37.547652,버스
517,청계3가.관수교,126.992961,37.568214,버스
518,청계6가.오간수교,127.0090361,37.56948518,버스
519,충무로역.매일경제,126.9933889,37.56169057,버스
520,을지로입구역.광교,126.982562,37.56765,버스
521,신당파인힐하나유보라,127.024858,37.564982,버스
522,명동입구,126.982588,37.564545,버스
523,남산북측순환로입구,126.9988218,37.55069862,버스
524,신당동삼성아파트.금호여중,127.0187299,37.5585545,버스
525,신당동대우푸르지오.금호여중,127.019292,37.557805,버스
526,황학동주민센터,127.0234024,37.56685562,버스
527,신당초등학교앞,127.023723,37.564662,버스
528,금호베스트빌.래미안하이베르,127.024067,37.561643,버스
529,금호베스트빌.래미안하이베르,127.0243472,37.56225445,버스
530,신당초등학교,127.0242404,37.56450284,버스
531,서대문경찰서.농협은행.유관순활동터,126.967647,37.565132,버스
532,방산종합시장,127.0019301,37.56780587,버스
533,황학동롯데캐슬,127.022033,37.571662,버스
534,광희문.광희동사거리,127.008611,37.56454992,버스
535,광희문.광희동사거리,127.009677,37.564402,버스
536,황학동롯데캐슬,127.023297,37.57082,버스
537,한국은행.신세계앞,126.97929,37.56140811,버스
538,서울기동대.광희초등학교,127.014485,37.567922,버스
539,동대문디자인플라자,127.0119962,37.56770075,버스
540,서대문역사거리.농협중앙회,126.9678855,37.56692224,버스
541,서울스퀘어앞,126.9732317,37.55534163,버스
542,북창동.남대문시장,126.9769187,37.56084629,버스
543,힐튼호텔,126.976562,37.556367,버스
544,힐튼호텔,126.9767113,37.55662674,버스
545,시청앞.덕수궁,126.9768356,37.56621228,버스
546,남대문세무서.국가인권위원회,126.9878661,37.56508396,버스
547,장충문화체육센터.권기옥활동터,127.0025921,37.5601745,버스
548,남산1호터널,126.9921666,37.55740518,버스
